username,content,likes,retweets,replies
_TJRTrades,He launched 2 meme coins and promised to make crypto a priority. The meme coins sucked dick and proceeded to not make crypto a priority,415,20,59
_TJRTrades,Wow did we get scammed into voting for trump as president,2000,46,222
_TJRTrades,"Trump launches two memes coin the weekend before inauguration just to farm billions and not mention crypto or make it a priority 

Can't make this shit up LMAO",1200,80,136
_TJRTrades,Come on bros what the fuck https://x.com/RonnaMcDaniel//RonnaMcDaniel/status/1881376048849297555…,112,8,35
_TJRTrades,I just bought more,1000,28,124
_TJRTrades,"Okay so Trump launched a meme on solana but is buying utility on eth and defi on eth. 

Sol=casino
Eth=utility",1000,28,52
_TJRTrades,Charts open inauguration on the tv what else do we need,598,21,44
_TJRTrades,Oh so now it’s my fault… lowkey thinking about it it might be my fault,127,0,12
_TJRTrades,The only person able to pump ETH at this point is trump,189,6,9
_TJRTrades,Crypto streams coming back full force in 2025 now that everything is legal,564,17,29
_TJRTrades,Remember when yall said I was bad for the crypto community…,586,11,31
_TJRTrades,I’m 50k deep in melania rn,939,19,108
_TJRTrades,Okay this is the top,1000,14,80
_TJRTrades,I am still not getting  filled wtf,1200,22,172
_TJRTrades,What the fuck,650,30,65
_TJRTrades,Why can’t a buy this shit wtf,1100,45,116
_TJRTrades,I’m the most followed trader on tik tok let me shill your bags to Normies now that they know about trump coin. Drop the tickers in the comments,693,19,312
_TJRTrades,Today*,185,4,13
_TJRTrades,Tik tok is back Tim to onboard more Normies,357,13,45
_TJRTrades,Okay fine I’m holding ETH,603,13,64
_TJRTrades,Holding my ETH positions praying this is true,246,11,32
_TJRTrades,Trump bringing tik tok back tomorrow yall needa chill,634,22,71
_TJRTrades,Chronically online szn,461,27,40
_TJRTrades,He should one clip,274,11,29
_TJRTrades,I used to be obsessed with this book and Warren buffet… those niggas were retarded,5000,364,184
_TJRTrades,Grown wealthy married men that had wealth before marriage did you get a prenup why or why not and after years of Marriage do you still agree with your decision why/why not,387,2,35
_TJRTrades,"“Trump is going to pump our bags” 

Trump: *releases his own coin sucks all liquidity from our coins to put it into his coin that he owns 86% of to use us as exit liquidity",2000,92,108
_TJRTrades,Hyper liquid (pls bull run),112,4,12
_TJRTrades,Fagthereum,260,12,20
_TJRTrades,Eth will never hit ath this cycle,339,9,48
_TJRTrades,Safe to say you should only be buying meme coins for the rest of the cycle,550,21,32
_TJRTrades,nigga its the fucking president of the united states,1300,79,95
_TJRTrades,Wait am I retarded I’m 22 and was born in 2002 how does this math plug in together,124,0,30
_TJRTrades,I’m getting chin liposuction,126,11,45
_TJRTrades,Absolutely goated collab fuckjerry was my fav Instagram page for years,26,2,1
_TJRTrades,"Lofi has partnered with 
@FuckJerry
, the leading brand & community builder across social platforms

 http://instagram.com/fuckjerry/

Through this partnership, we will bring the Lofi brand to consumers globally 

With over 40 Million followers across the brand's accounts, Fuckjerry",1000,422,231
_TJRTrades,"ItS a oLd cOiN YoUrE sO LaTe 

Suck me sideways fags up 70% in a single day",349,69,56
_TJRTrades,Gm,175,3,70
_TJRTrades,Can’t wait to see how much we rip with Donald in office,607,27,65
_TJRTrades,Told you guys about this on stream and have been telling you about it for weeks now. This morning we were at 34 mil mc now it’s at 58 mil don’t fade until we hit 100,227,23,31
_TJRTrades,$mvrs up 60% in a single day holy ripstick,144,13,13
_TJRTrades,Animal memes are washed no one gives af about a dog or if it has a hat people care about things they love… study the strength and buy,352,25,119
_TJRTrades,What happen to hyper liquid,224,8,47
_TJRTrades,Insanely bullish cpi news data today the week before Big Daddy Donald gets into office,609,20,28
_TJRTrades,Live trading on kick at 9 am est,54,1,15
_TJRTrades,Literally the only coin I’m up on right now send it to 100 mil mc $mvrs,151,22,34
_TJRTrades,I worked my ass off to get to where I’m at today,557,16,51
_TJRTrades,$mvrs hit a 3x since calling it out on tik tok  send it higher and that’s all while the market has looked like shit,133,8,31
